ActualElapsedTime,Origin,Dest,Distance,Cancelled
211,SEA,ANC,1449,0
55,ALB,BUF,251,0
85,DTW,LGA,501,0
46,IAH,LFT,201,0
NA,GSP,ATL,153,1
61,SAN,PHX,304,0
115,IAD,ORD,589,0
NA,SFO,LAX,337,1
80,ATL,RIC,481,0
56,IND,DTW,231,0
52,ATL,JAX,270,0
105,STL,CLT,575,0
48,CLT,ILM,185,0
71,SJC,LAX,308,0
32,BHM,MGM,90,0
89,AUS,MEM,559,0
62,PHX,SAN,304,0
111,ORD,EWR,719,0
141,MIA,SJU,1045,0
180,LAX,MCI,1363,0
76,SJC,SNA,342,0
115,ATL,DFW,732,0
34,CVG,FWA,136,0
81,CHS,IAD,441,0
114,PHX,SJC,621,0
125,DFW,DEN,641,0
70,LEX,ATL,303,0
66,ORD,CMH,296,0
354,IAD,SFO,2419,0
NA,EWR,BOS,200,1
172,BOS,PBI,1197,0
80,JAX,ATL,270,0
39,SAN,LAX,109,0
90,DTW,IAD,383,0
136,DFW,ORD,802,0
84,DEN,MCI,533,0
43,LGA,BDL,101,0
63,SFO,SBA,262,0
59,BOS,LGA,185,0
74,OAK,LAS,407,0
67,LAX,SJC,308,0
207,DCA,DFW,1192,0
66,MEM,MOB,317,0
82,LAX,PHX,370,0
121,ABQ,LAX,677,0
70,SLC,BOI,291,0
79,IND,MCI,451,0
256,STL,SJC,1716,0
237,SJC,ORD,1829,0
190,IAH,LAS,1222,0
113,GEG,SFO,733,0
48,DCA,ORF,142,0
64,ONT,OAK,361,0
43,MCO,PBI,142,0
70,SJC,LAX,308,0
133,BDL,ATL,859,0
96,DFW,ELP,551,0
62,CLT,DCA,331,0
119,TPA,IAD,810,0
149,MIA,IAD,921,0
83,ABQ,TUL,608,0
213,IAH,BOS,1597,0
55,RIC,PIT,259,0
290,ORD,ONT,1700,0
220,BNA,PHX,1448,0
79,PHX,LAX,370,0
155,MCO,BOS,1121,0
76,PHX,LAX,370,0
86,DEN,TUL,541,0
77,SNA,SMF,404,0
134,SLC,MCI,919,0
58,LAS,LAX,236,0
63,BNA,MOB,385,0
50,FNT,DAY,213,0
96,SAN,ABQ,628,0
372,JFK,SFO,2586,0
114,STL,HOU,687,0
116,CLE,MEM,622,0
52,STL,MCI,237,0
141,PIT,RSW,966,0
74,BDL,IAD,326,0
70,ATL,MCO,403,0
81,ISP,PIT,375,0
42,DAY,CAK,162,0
47,DAL,TUL,237,0
44,MSP,FSD,197,0
138,DFW,CVG,812,0
48,BUF,CLE,192,0
117,PHX,OKC,833,0
112,DFW,ORD,802,0
130,SAT,PHX,843,0
49,IAH,AUS,140,0
20,BGM,ELM,48,0
86,CLE,BOS,563,0
60,DCA,LGA,214,0
174,DEN,IAD,1452,0
71,BNA,MOB,385,0
90,SDF,ATL,321,0
140,ORD,ATL,606,0
80,DTW,EWR,487,0
134,DEN,ORD,888,0
86,HOU,MEM,484,0
91,ORD,PIT,412,0
139,LGA,MKE,738,0
118,IAH,TPA,787,0
125,DEN,ORD,888,0
63,MSY,HOU,303,0
237,ORD,SEA,1721,0
328,TPA,LAX,2158,0
130,ORD,DFW,802,0
246,ORD,SAN,1723,0
132,EWR,ORD,719,0
67,LGA,BOS,185,0
58,DCA,LGA,214,0
55,RDU,BWI,255,0
71,AMA,DAL,324,0
99,PDX,SLC,630,0
88,ATL,DCA,547,0
77,DFW,MCI,460,0
58,OKC,MCI,313,0
37,CMH,CVG,116,0
46,TPA,FLL,197,0
73,DFW,MEM,432,0
226,SEA,DTW,1927,0
82,CHS,IAD,441,0
74,PHX,LAX,370,0
53,PIA,STL,137,0
242,SJU,JFK,1597,0
130,DFW,TUS,813,0
177,DFW,EWR,1372,0
53,DCA,ISP,249,0
51,MAF,AUS,294,0
54,HOU,HRL,276,0
191,PHX,IND,1489,0
102,ORD,PHL,678,0
52,MCI,STL,237,0
129,STL,RDU,667,0
39,CSG,ATL,83,0
360,JFK,SFO,2586,0
81,BOS,DCA,399,0
29,DAY,TOL,119,0
77,FWA,ATL,508,0
89,DEN,PHX,602,0
50,MCO,TLH,227,0
56,ATL,JAX,270,0
253,MSY,LAX,1671,0
111,ATL,BUF,712,0
48,STL,MCI,237,0
111,ORD,DCA,612,0
55,FAI,ANC,261,0
67,BUF,JFK,301,0
99,DFW,ELP,551,0
174,MSP,PHX,1276,0
140,DEN,RNO,804,0
66,PIT,RDU,328,0
43,DEN,GJT,212,0
62,CVG,DTW,229,0
73,SDF,DCA,474,0
155,TPA,EWR,998,0
113,ATL,DFW,732,0
84,LAX,SMF,373,0
96,JFK,PIT,340,0
45,HOU,DAL,239,0
56,SAN,LAX,109,0
86,CCR,LAX,346,0
61,ORD,DSM,299,0
75,SFO,ONT,363,0
33,STX,STT,45,0
158,SFO,DEN,967,0
34,LNK,SUX,109,0
68,CVG,STL,307,0
37,SYR,BUF,134,0
91,DFW,ELP,551,0
151,FLL,PHL,992,0
138,ORD,BOS,867,0
67,CVG,PIT,256,0
49,TUL,DFW,237,0
58,CLT,RIC,256,0
105,DTW,LGA,501,0
78,CLE,DCA,310,0
63,CVG,STL,307,0
33,GSO,CLT,83,0
60,ILM,BWI,345,0
NA,PDX,SFO,550,0
78,SFO,PSP,421,0
37,HOU,AUS,148,0
42,SEA,PDX,129,0
58,DAL,MAF,319,0
101,SFO,PHX,651,0
64,ABQ,PHX,328,0
54,EWR,BDL,116,0
138,DFW,ORD,802,0
70,DEN,ABQ,349,0
27,SUX,LNK,109,0
143,MIA,IAD,921,0
95,MDT,ORD,594,0
71,LAX,SFO,337,0
120,PHX,OKC,833,0
56,DFW,TUL,237,0
33,PBI,MIA,62,0
140,MCO,PHL,861,0
32,CAE,SAV,125,0
80,ONT,SFO,363,0
61,MSP,ORD,334,0
57,CLT,ORF,290,0
88,LAS,ABQ,487,0
66,SFO,RNO,192,0
217,BUF,DEN,1359,0
61,DFW,AUS,190,0
136,JNU,SEA,909,0
66,LIT,STL,296,0
89,ATL,CMH,446,0
111,OAK,LAX,337,0
63,ACV,SFO,250,0
242,LAX,ATL,1946,0
46,MRY,SFO,77,0
60,PIT,BWI,210,0
131,DCA,STL,719,0
153,MIA,EWR,1086,0
133,ORD,PVD,849,0
103,ORD,BTV,763,0
123,DEN,RNO,804,0
209,DFW,SFO,1464,0
295,SFO,IAD,2419,0
88,BOS,PIT,496,0
82,ORF,CHS,351,0
85,OAK,SAN,446,0
79,ATL,MLU,448,0
82,MSN,DTW,312,0
55,STL,MDW,251,0
52,MKE,ORD,67,0
54,BDL,EWR,116,0
163,EWR,MCO,938,0
29,TUL,OKC,111,0
70,DFW,CRP,354,0
44,ANC,FAI,261,0
74,PHX,SNA,338,0
215,SJU,ATL,1547,0
79,MCI,ORD,403,0
70,ATL,DAY,432,0
94,PNS,IAH,489,0
134,LGA,IND,659,0
200,EWR,DFW,1372,0
110,ORD,BDL,783,0
138,DEN,LAX,862,0
101,PHL,DTW,453,0
92,STL,DTW,440,0
53,LAS,LAX,236,0
61,DTW,SYR,374,0
163,MCO,DFW,984,0
22,PBI,FLL,42,0
46,PHX,TUS,110,0
43,SFO,TVL,157,0
378,JFK,SFO,2586,0
123,ORD,PHL,678,0
211,PHL,DFW,1302,0
75,BOS,PHL,280,0
111,DCA,ATL,547,0
76,SFO,LAX,337,0
NA,MSO,SLC,436,1
90,CVG,MEM,403,0
100,PIT,STL,553,0
215,CVG,SLC,1449,0
111,DEN,BOI,649,0
109,ABQ,IAH,744,0
195,PHX,ORD,1440,0
60,PHX,LAS,256,0
93,PDX,SLC,630,0
110,BOS,CLE,563,0
186,LAX,IAH,1379,0
51,CAE,ATL,191,0
47,IAH,DAL,217,0
68,DCA,JFK,213,0
120,CLT,STL,575,0
54,OKC,LIT,308,0
96,ORD,DCA,612,0
76,PIT,ORD,412,0
107,ORD,BWI,622,0
179,DFW,ONT,1189,0
85,IAD,BOS,413,0
74,MEM,DFW,432,0
67,BOS,LGA,185,0
61,MCO,MIA,193,0
48,MKE,ORD,67,0
131,ALB,ORD,723,0
139,DFW,TUS,813,0
169,SAN,DFW,1171,0
117,ORD,ISP,773,0
26,PBI,FLL,42,0
58,LBB,DAL,293,0
103,ATL,BWI,576,0
118,DFW,ATL,732,0
80,TUL,HOU,453,0
153,LAS,DFW,1055,0
75,LAX,PHX,370,0
89,BUF,ORD,473,0
63,PHX,ABQ,328,0
56,BUF,BDL,317,0
55,CLT,TYS,177,0
89,SEA,SLC,689,0
67,CLT,ORF,290,0
114,SAT,ATL,874,0
37,HOU,CRP,187,0
40,CMH,PIT,144,0
153,DEN,PDX,992,0
104,ORD,PIT,412,0
124,SNA,DEN,846,0
48,TPA,MIA,204,0
74,PIT,MKE,431,0
41,SHV,DFW,190,0
109,CLE,MSP,622,0
96,SLC,OAK,588,0
50,YAK,JNU,199,0
84,ROC,DTW,296,0
50,DFW,AUS,190,0
107,SLC,LAX,590,0
123,PHL,BNA,675,0
134,RDU,MIA,700,0
112,ORD,EWR,719,0
132,MSP,ATL,906,0
56,PIT,DTW,201,0
59,HOU,MSY,303,0
94,ATL,ORF,516,0
32,MOT,BIS,105,0
35,JAX,DAB,97,0
171,DFW,BWI,1217,0
114,BUF,ORD,473,0
59,DAL,HOU,239,0
252,SFO,ATL,2139,0
86,SNA,OAK,371,0
52,TPA,FLL,197,0
54,MSP,MSN,228,0
187,LAX,IAH,1379,0
62,BOS,LGA,185,0
NA,MIA,BOS,1258,0
115,ORD,STL,258,0
150,LGA,MCO,950,0
22,PUB,COS,37,0
185,BOS,MEM,1139,0
83,MCO,ATL,403,0
152,DFW,ONT,1189,0
72,HOU,MAF,441,0
70,PIT,PHL,267,0
298,LAX,JFK,2475,0
135,MCO,LGA,950,0
117,EWR,CAE,602,0
58,ATL,CLT,227,0
226,DEN,BDL,1671,0
60,MSP,GRB,252,0
93,ATL,ORF,516,0
93,OKC,DEN,495,0
55,LBB,DAL,293,0
71,MSP,GFK,284,0
66,HOU,DAL,239,0
250,MEM,LAX,1619,0
54,SAT,DFW,247,0
112,STL,IAD,696,0
83,BOS,MDT,335,0
72,ROA,LGA,405,0
99,DEN,BIS,517,0
109,ORD,SUX,436,0
81,SJC,SAN,417,0
114,IAH,MCI,643,0
87,ATL,RIC,481,0
107,ORF,MCO,655,0
159,SAN,DFW,1171,0
137,IAD,TPA,810,0
105,SYR,ORD,607,0
73,CLT,SDF,336,0
129,PIT,ATL,526,0
56,ORD,MBS,222,0
78,EWR,BOS,200,0
NA,MCI,DEN,533,1
41,EVV,DAY,220,0
54,GSO,DCA,248,0
64,MEM,ATL,332,0
215,SAN,MSP,1532,0
49,DFW,AUS,190,0
122,LAX,DEN,862,0
167,SRQ,EWR,1034,0
80,EWR,PIT,319,0
60,MEM,STL,256,0
44,BHM,BNA,177,0
127,ATL,BDL,859,0
NA,BOS,LGA,185,1
66,BWI,ORH,330,0
202,SAN,STL,1558,0
48,FWA,DTW,128,0
143,MIA,JFK,1090,0
65,BUF,EWR,282,0
91,SFO,BOI,522,0
73,LAS,ABQ,487,0
127,DFW,SDF,733,0
80,CVG,ORF,485,0
50,GEG,SEA,224,0
77,ATL,SRQ,445,0
126,ORD,PVD,849,0
110,DEN,DFW,641,0
89,DEN,OKC,495,0
28,GSP,CLT,75,0
77,BTV,PIT,454,0
82,SFO,SAN,447,0
146,ATL,BOS,946,0
68,ICT,STL,392,0
156,SLC,ORD,1249,0
48,BNA,BHM,177,0
142,DCA,ORD,612,0
74,LNK,DEN,423,0
104,PIT,STL,553,0
77,LGA,PIT,335,0
74,PHX,LAX,370,0
79,MIA,TLH,403,0
90,SFO,EUG,451,0
NA,LBB,ELP,295,1
130,DFW,CLT,936,0
62,MEM,STL,256,0
28,RSW,SRQ,77,0
28,SYR,ELM,77,0
67,STL,TUL,351,0
185,DFW,SNA,1205,0
68,DFW,LIT,304,0
75,BDL,PHL,196,0
NA,MCI,DFW,460,1
64,LGA,BOS,185,0
55,TLH,ATL,223,0
69,JFK,BUF,301,0
140,DEN,RNO,804,0
45,RDU,ORF,160,0
131,SAT,STL,786,0
94,LGA,CLE,418,0
85,MSP,STL,449,0
184,LGA,TPA,1011,0
82,PIT,ISP,375,0
106,TUL,DEN,541,0
52,CVG,DTW,229,0
68,DFW,LBB,282,0
80,CVG,STL,307,0
50,DAL,HOU,239,0
55,IAD,EWR,213,0
67,DTW,CVG,229,0
66,CLT,ATL,227,0
41,MLI,STL,187,0
159,CLT,DFW,936,0
94,OMA,DEN,472,0
76,BTR,DFW,383,0
99,MKE,MEM,556,0
62,CVG,PIT,256,0
78,BOS,EWR,200,0
84,ORD,ROC,528,0
120,ATL,LGA,761,0
190,DTW,MIA,1145,0
132,DFW,CLT,936,0
84,SMF,SNA,404,0
108,BIL,MSP,748,0
95,MLB,RDU,547,0
67,BOS,EWR,200,0
48,PIT,ABE,253,0
172,LGA,MIA,1097,0
54,CLT,AGS,140,0
67,DEN,ABQ,349,0
NA,RDU,ORF,160,1
83,ISP,RDU,459,0
141,MHT,ORD,843,0
96,GSO,ORD,590,0
78,GSO,ATL,306,0
266,ORD,SFO,1846,0
284,LAX,BOS,2611,0
122,PHX,AUS,872,0
144,ATL,DFW,732,0
157,MSP,BOS,1124,0
NA,DFW,BNA,631,1
60,GNV,ATL,300,0
228,SJC,IAH,1608,0
282,BWI,PHX,1999,0
50,LAS,SAN,258,0
93,ATL,FLL,581,0
71,MFR,SFO,329,0
145,PBI,EWR,1024,0
96,ATL,DCA,547,0
58,PHX,YUM,160,0
83,IND,ATL,432,0
101,PDX,SFO,550,0
64,LAX,SJC,308,0
109,ATL,LGA,761,0
91,FLL,ATL,581,0
54,PHX,LAS,256,0
105,DTW,MEM,610,0
220,LAX,ORD,1745,0
245,MDW,LAS,1521,0
86,OMA,DEN,472,0
128,ABQ,STL,934,0
91,DEN,BZN,525,0
80,EWR,PIT,319,0
141,SEA,SNA,978,0
138,MSP,BZN,874,0
NA,SEA,LAX,954,1
141,PHL,ATL,665,0
39,IND,CMH,182,0
114,CVG,BOS,752,0
144,MFR,DEN,964,0
62,ORD,MKE,67,0
110,LGA,DTW,501,0
20,SDF,LEX,63,0
58,DTW,MKE,238,0
238,DFW,PDX,1616,0
46,AGS,ATL,143,0
26,CHS,SAV,86,0
96,OAK,PDX,543,0
81,OAK,SAN,446,0
92,DAY,MSP,574,0
201,PIT,DEN,1290,0
168,MIA,BOS,1258,0
60,AMA,DFW,313,0
68,CMH,CLT,346,0
125,JAX,EWR,821,0
46,PDX,SEA,129,0
71,DAB,ATL,366,0
76,DAB,ATL,366,0
74,OKC,IAH,395,0
88,IAH,DFW,224,0
206,BOS,MCI,1256,0
66,PHX,SAN,304,0
144,DEN,MKE,895,0
64,BUR,SJC,296,0
63,MEM,ATL,332,0
58,SAN,PHX,304,0
51,GSP,ATL,153,0
70,MSN,DTW,312,0
55,OMA,MSP,282,0
86,LAX,SFO,337,0
125,TPA,DCA,814,0
113,SLC,SJC,585,0
105,IAD,ORD,589,0
120,RSW,MEM,763,0
40,MEM,LIT,129,0
55,PIT,CMH,144,0
130,STL,JFK,892,0
143,SFO,DEN,967,0
74,RIC,JFK,288,0
47,LAS,LAX,236,0
96,BOI,DEN,649,0
45,JNU,YAK,199,0
184,RDU,DFW,1062,0
73,DTW,PHL,453,0
61,ORD,CVG,264,0
44,HOU,DAL,239,0
83,MCO,ATL,403,0
76,LAX,SMF,373,0
59,LIT,DFW,304,0
73,MOT,MSP,449,0
57,AUS,DFW,190,0
91,PIT,ATL,526,0
163,MIA,LGA,1097,0
21,SDF,LEX,63,0
126,BTV,ORD,763,0
83,LAX,SMF,373,0
57,LAS,PHX,256,0
63,DAL,AMA,324,0
191,DFW,LGB,1220,0
65,TUL,DFW,237,0
126,SFO,PHX,651,0
84,MEM,SDF,320,0
85,STL,OKC,462,0
112,SEA,SJC,697,0
302,LAX,HNL,2556,0
80,LAX,TUS,451,0
149,LAX,SEA,954,0
78,SLC,DEN,391,0
224,SJU,JFK,1597,0
90,DFW,MCI,460,0
56,SDF,ORD,286,0
147,LAS,MCI,1140,0
66,GSO,ATL,306,0
50,DFW,IAH,224,0
136,STL,COS,774,0
49,IAD,PIT,183,0
58,SYR,DCA,298,0
87,ORD,MCI,403,0
131,SMF,DEN,910,0
86,LAX,SMF,373,0
98,BTV,PIT,454,0
23,FLL,MIA,21,0
187,DEN,TPA,1506,0
181,LAS,DFW,1055,0
159,DFW,DTW,987,0
74,OMA,ORD,416,0
105,BOS,PIT,496,0
116,PSP,DEN,776,0
47,IND,CMH,182,0
56,ATL,CLT,227,0
99,MSY,FLL,673,0
52,SGF,ICT,224,0
74,SUX,ORD,436,0
52,DAL,TUL,237,0
182,DFW,SAN,1171,0
59,DAL,HOU,239,0
55,MCI,STL,237,0
NA,TUL,HOU,453,1
85,DEN,SLC,391,0
65,ATL,MOB,302,0
78,ORD,CRW,416,0
101,BNA,HOU,670,0
55,LAS,LAX,236,0
101,ATL,ORD,606,0
76,SNA,SJC,342,0
74,RDU,PIT,328,0
48,ATL,CHS,259,0
125,ALB,ORD,723,0
60,PIT,PHL,267,0
107,ABQ,LAX,677,0
151,LGA,ORD,733,0
64,JAX,MIA,334,0
52,GEG,SEA,224,0
167,DTW,PBI,1087,0
125,DEN,BOI,649,0
81,BOS,MDT,335,0
240,BWI,DEN,1491,0
25,PIA,MLI,69,0
47,IND,CMH,182,0
80,DFW,MCI,460,0
86,MKE,PIT,431,0
68,OAK,LAX,337,0
80,DTW,ABE,424,0
144,SEA,LAX,954,0
151,MEM,EWR,946,0
154,DTW,MCO,957,0
86,BOS,DCA,399,0
71,MCI,MDW,405,0
63,MLI,FSD,351,0
48,ATL,SAV,215,0
131,ORD,BOS,867,0
72,LAS,SJC,386,0
77,SAN,OAK,446,0
59,GEG,SEA,224,0
95,EWR,DTW,487,0
275,ATL,LAX,1946,0
95,DEN,PHX,602,0
108,MEM,PIT,652,0
103,MIA,ATL,595,0
36,CAE,CLT,88,0
85,PIT,BOS,496,0
92,ATL,BWI,576,0
95,STL,ICT,392,0
141,STL,EWR,872,0
75,LGB,OAK,353,0
84,MSY,DFW,448,0
56,BWI,EWR,169,0
45,RDU,ILM,122,0
80,MYR,BWI,399,0
63,ATL,CLT,227,0
23,ROC,BUF,55,0
84,SNA,SFO,372,0
67,BWI,EWR,169,0
54,BWI,PIT,210,0
33,BNA,TYS,152,0
70,CVG,STL,307,0
87,ATL,SRQ,445,0
294,DAY,LAX,1925,0
108,OAK,SEA,671,0
75,ATL,MLB,443,0
91,BIL,DEN,455,0
119,ATL,EWR,745,0
340,LAX,HNL,2556,0
74,LAX,SFO,337,0
46,DAL,AUS,189,0
94,SAN,SLC,626,0
153,PHL,MSP,980,0
87,DAY,DCA,391,0
152,MSP,ATL,906,0
132,ORD,IAH,925,0
29,CLT,FAY,118,0
233,MCO,DEN,1545,0
65,ORD,DTW,235,0
28,LEX,SDF,63,0
130,LAX,PDX,834,0
75,DAB,ATL,366,0
53,TPA,JAX,180,0
80,DCA,CLE,310,0
122,ATL,BDL,859,0
63,SAT,DFW,247,0
73,SMF,ONT,389,0
40,CHA,ATL,106,0
156,HOU,DTW,1093,0
47,BTR,PNS,236,0
73,SFO,SNA,372,0
43,AUS,DAL,189,0
77,BUR,OAK,325,0
201,DFW,BOS,1562,0
80,GSO,ATL,306,0
115,SFO,YKM,625,0
111,ORD,PHL,678,0
117,BHM,ORD,584,0
68,SFO,PSP,421,0
58,IDA,SLC,188,0
40,SEA,PDX,129,0
121,MSP,BIL,748,0
78,JFK,BWI,184,0
54,LEX,CLT,282,0
88,PIT,BOS,496,0
55,CHA,CLT,242,0
91,ORD,ATL,606,0
83,CWA,DTW,363,0
121,ATL,PHL,665,0
214,SNA,STL,1570,0
59,GRB,MSP,252,0
71,CVG,DTW,229,0
141,PDX,PHX,1009,0
63,BUF,LGA,292,0
56,ATL,TYS,152,0
NA,MSO,BIL,276,1
56,PHL,PIT,267,0
56,LAX,MRY,267,0
128,BNA,IAH,657,0
102,DEN,DFW,641,0
60,IAH,DFW,224,0
108,COS,STL,774,0
197,SMF,MSP,1518,0
137,STL,SRQ,903,0
117,TPA,BWI,842,0
32,SAV,CHS,86,0
60,PIT,GSO,304,0
147,MCI,PHX,1044,0
71,PHL,BOS,280,0
NA,ORD,LAS,1515,0
130,ORF,ORD,717,0
116,MCI,ATL,692,0
142,ORD,MCO,1005,0
70,DFW,HOU,247,0
130,BOS,CLT,728,0
31,CLT,GSO,83,0
133,MEM,MIA,860,0
139,DFW,PIT,1068,0
46,FLL,TPA,197,0
90,STL,CLT,575,0
54,ATL,PNS,272,0
42,BUF,CLE,192,0
91,ORD,IAD,589,0
92,ATL,TOL,549,0
169,BOS,TPA,1185,0
53,HOU,MSY,303,0
NA,SAT,DAL,248,1
62,LGB,PHX,355,0
87,MEM,ICT,453,0
125,AUS,ATL,813,0
111,PHL,ATL,665,0
36,PIT,CLE,105,0
34,MCO,TPA,80,0
65,SFO,LAX,337,0
102,BUF,RDU,487,0
89,ORD,ALB,723,0
83,MSP,STL,449,0
47,TYS,CLT,177,0
98,STL,DFW,551,0
41,CSG,ATL,83,0
148,DFW,DTW,987,0
104,ATL,ROC,749,0
126,DEN,MSN,826,0
55,SHV,MEM,285,0
45,PIT,CLE,105,0
112,PDX,SFO,550,0
104,RDU,MCO,534,0
140,LAX,SEA,954,0
55,DFW,AUS,190,0
169,MIA,BOS,1258,0
139,DFW,TPA,929,0
NA,JNU,PSG,123,0
35,TUS,PHX,110,0
80,IAH,OKC,395,0
95,ATL,PBI,545,0
76,GEG,BIL,445,0
90,CVG,PHL,507,0
74,SDF,DCA,474,0
208,LAS,ORD,1515,0
75,STL,CMH,410,0
103,ATL,ABE,692,0
120,ALB,ORD,723,0
81,SLC,DEN,391,0
33,MFR,EUG,122,0
58,PHX,LAS,256,0
134,SLC,DFW,988,0
256,SLC,JFK,1989,0
81,HOU,MEM,484,0
146,STL,SRQ,903,0
92,BWI,CVG,430,0
89,OKC,STL,462,0
145,MSP,BOS,1124,0
112,ORD,ORF,717,0
28,LNK,SUX,109,0
271,DTW,LAX,1979,0
45,SDF,DAY,144,0
98,PDX,SJC,569,0
77,LGA,PIT,335,0
118,HOU,STL,687,0
47,PHX,FLG,119,0
26,COS,DEN,72,0
90,SDF,MEM,320,0
111,ROA,ORD,531,0
119,PBI,RDU,638,0
142,DFW,SLC,988,0
44,FSD,DSM,211,0
95,EWR,CLE,404,0
65,PHL,BDL,196,0
70,MEM,STL,256,0
103,DFW,ATL,732,0
284,BWI,PHX,1999,0
60,LEX,PIT,289,0
330,IAD,SFO,2419,0
183,LAX,MCI,1363,0
94,OAK,PDX,543,0
68,BUF,LGA,292,0
96,DFW,ELP,551,0
30,SIT,JNU,95,0
64,LAX,OAK,337,0
67,JFK,BOS,187,0
143,SLC,DFW,988,0
54,SDF,GSO,351,0
172,AUS,ORD,978,0
107,DFW,DEN,641,0
40,FLG,PHX,119,0
127,ATL,TUL,674,0
117,DEN,MDW,895,0
43,PSC,BOI,234,0
92,CMH,EWR,462,0
33,SAT,HOU,192,0
54,CLT,SAV,213,0
73,IAH,DFW,224,0
31,CVG,LEX,70,0
165,DEN,DTW,1123,0
51,HOU,HRL,276,0
38,AUS,IAH,140,0
22,ABE,AVP,50,0
51,BWI,EWR,169,0
240,ORD,LAS,1515,0
155,DEN,SEA,1024,0
206,DFW,BOS,1562,0
60,DTW,PIT,201,0
102,BDL,RDU,532,0
82,SFO,SNA,372,0
100,ELP,SAN,636,0
140,SEA,DEN,1024,0
118,ALB,ORD,723,0
46,SEA,GEG,224,0
75,LAX,SMF,373,0
218,JFK,SJU,1597,0
76,SYR,CLE,317,0
55,SAN,LAS,258,0
65,ROC,EWR,246,0
58,MSY,BHM,321,0
112,CLT,ORD,599,0
94,SFO,SAN,447,0
177,DFW,ONT,1189,0
97,PHX,DEN,602,0
88,RIC,ATL,481,0
45,MEM,BHM,211,0
142,DEN,LAX,862,0
118,STL,HOU,687,0
96,SYR,DCA,298,0
35,CHS,CLT,168,0
65,CVG,ORD,264,0
82,LAX,PHX,370,0
63,SFO,BUR,326,0
86,SFO,SNA,372,0
116,DTW,MCI,629,0
60,PIT,PHL,267,0
31,MGM,BHM,90,0
89,RIC,ATL,481,0
38,CLT,CAE,88,0
NA,SDF,ORD,286,1
NA,BHM,ATL,134,1
256,ORD,SJU,2072,0
192,ANC,PDX,1542,0
95,DTW,PIA,346,0
153,ATL,DFW,732,0
37,SYR,BUF,134,0
119,ATL,IAH,689,0
308,LAX,BOS,2611,0
111,RIC,ORD,642,0
36,TUS,PHX,110,0
152,JNU,SEA,909,0
231,SFO,IND,1944,0
23,AVP,ABE,50,0
156,ORD,MIA,1197,0
55,DAL,HOU,239,0
87,RAP,SLC,508,0
112,SYR,ORD,607,0
60,LAS,YUM,238,0
49,MLI,STL,187,0
90,ORD,DCA,612,0
112,ORD,BOS,867,0
93,DEN,BOI,649,0
55,LAS,PHX,256,0
142,DEN,LAX,862,0
58,MFR,SFO,329,0
150,IND,DEN,977,0
125,PHL,BNA,675,0
65,CHA,ATL,106,0
47,BOS,BGR,201,0
100,DFW,DEN,641,0
84,PFN,MEM,417,0
51,AUS,DFW,190,0
34,GTF,BIL,177,0
97,MSP,CMH,627,0
85,OAK,LAS,407,0
291,LAX,PIT,2136,0
86,CLT,MCO,468,0
46,OKC,DFW,175,0
51,TOL,PIT,201,0
38,SBN,DAY,166,0
73,ATW,MSP,236,0
34,IAD,BWI,45,0
80,BOS,EWR,200,0
161,PHL,MCO,861,0
268,ORD,LAX,1745,0
77,CVG,MEM,403,0
92,STL,MSP,449,0
55,TUS,ABQ,321,0
152,PHX,HOU,1020,0
269,ORD,SNA,1726,0
154,ICT,PHX,870,0
75,ABQ,DEN,349,0
45,EYW,MIA,126,0
315,HNL,SFO,2398,0
65,ONT,SJC,333,0
60,LAX,PHX,370,0
173,ONT,IAH,1334,0
33,OKC,TUL,111,0
40,ILM,GSO,171,0
119,PHX,SAT,843,0
118,BUF,MSP,734,0
115,ORD,EWR,719,0
60,LAX,SJC,308,0
121,DFW,CVG,812,0
93,DFW,ELP,551,0
46,ROC,PIT,224,0
49,BNA,ATL,214,0
87,MSP,STL,449,0
105,SFO,SEA,679,0
63,SJC,LAX,308,0
53,DFW,OKC,175,0
75,IND,ATL,432,0
297,JFK,SLC,1989,0
196,BWI,IAH,1235,0
142,MSP,SLC,991,0
33,PHX,TUS,110,0
69,BIL,SLC,387,0
36,RSW,TPA,110,0
65,ALB,PHL,212,0
103,DTW,BOS,632,0
82,SLC,GTF,463,0
108,SFO,PDX,550,0
87,SFO,LAX,337,0
49,AUS,IAH,140,0
124,IAD,MEM,742,0
73,EWR,ORF,284,0
68,LAX,SJC,308,0
60,DCA,RDU,227,0
68,LAX,SAN,109,0
63,ALO,STL,284,0
39,EUG,MFR,122,0
65,BWI,PIT,210,0
33,GSP,GSO,152,0
140,MSP,DFW,852,0
167,SNA,DFW,1205,0
79,ATL,TPA,406,0
143,MIA,MEM,860,0
58,ORF,BWI,159,0
106,DEN,DFW,641,0
83,ATL,TPA,406,0
23,SAT,AUS,66,0
159,PVD,ORD,849,0
140,SAT,PHX,843,0
76,SMF,SAN,480,0
76,ATL,TPA,406,0
53,ROC,LGA,254,0
83,IAD,DTW,383,0
128,ABQ,STL,934,0
88,SAN,SFO,447,0
137,LGA,CVG,585,0
89,LAX,SFO,337,0
139,OAK,DEN,957,0
173,JFK,MEM,964,0
86,BOS,DCA,399,0
66,SJC,BUR,296,0
77,DAB,ATL,366,0
76,SFO,LAX,337,0
124,BOS,DAY,709,0
120,PWM,EWR,284,0
152,DFW,DTW,987,0
258,ORD,SEA,1721,0
141,SEA,JNU,909,0
90,CLT,PHL,448,0
